"Benchmark","Mode","Threads","Samples","Score","Score Error (99.9%)","Unit","Param: kind","Param: offset","Param: size"
"com.rklaehn.abc.SetCreateAccessBench.union","avgt",1,2,2286.575690,NaN,"ns/op",arrayset,0.0,100
"com.rklaehn.abc.SetCreateAccessBench.union","avgt",1,2,26801.969592,NaN,"ns/op",arrayset,0.0,1000
"com.rklaehn.abc.SetCreateAccessBench.union","avgt",1,2,328256.026597,NaN,"ns/op",arrayset,0.0,10000
"com.rklaehn.abc.SetCreateAccessBench.union","avgt",1,2,3074162.705053,NaN,"ns/op",arrayset,0.0,100000
"com.rklaehn.abc.SetCreateAccessBench.union","avgt",1,2,62.454685,NaN,"ns/op",arrayset,0.5,1
"com.rklaehn.abc.SetCreateAccessBench.union","avgt",1,2,200.329438,NaN,"ns/op",arrayset,0.5,10
"com.rklaehn.abc.SetCreateAccessBench.union","avgt",1,2,1457.667437,NaN,"ns/op",arrayset,0.5,100
"com.rklaehn.abc.SetCreateAccessBench.union","avgt",1,2,16581.726753,NaN,"ns/op",arrayset,0.5,1000
"com.rklaehn.abc.SetCreateAccessBench.union","avgt",1,2,169439.861940,NaN,"ns/op",arrayset,0.5,10000
"com.rklaehn.abc.SetCreateAccessBench.union","avgt",1,2,1743062.874663,NaN,"ns/op",arrayset,0.5,100000
"com.rklaehn.abc.SetCreateAccessBench.union","avgt",1,2,65.208970,NaN,"ns/op",arrayset,1.0,1
"com.rklaehn.abc.SetCreateAccessBench.union","avgt",1,2,148.807930,NaN,"ns/op",arrayset,1.0,10
"com.rklaehn.abc.SetCreateAccessBench.union","avgt",1,2,393.496177,NaN,"ns/op",arrayset,1.0,100
"com.rklaehn.abc.SetCreateAccessBench.union","avgt",1,2,1230.215675,NaN,"ns/op",arrayset,1.0,1000
"com.rklaehn.abc.SetCreateAccessBench.union","avgt",1,2,10182.676461,NaN,"ns/op",arrayset,1.0,10000
"com.rklaehn.abc.SetCreateAccessBench.union","avgt",1,2,148923.149132,NaN,"ns/op",arrayset,1.0,100000
"com.rklaehn.abc.SetCreateAccessBench.union","avgt",1,2,4.321900,NaN,"ns/op",hashset,0.0,1
"com.rklaehn.abc.SetCreateAccessBench.union","avgt",1,2,152.689072,NaN,"ns/op",hashset,0.0,10
"com.rklaehn.abc.SetCreateAccessBench.union","avgt",1,2,1812.348257,NaN,"ns/op",hashset,0.0,100
"com.rklaehn.abc.SetCreateAccessBench.union","avgt",1,2,18524.576511,NaN,"ns/op",hashset,0.0,1000
"com.rklaehn.abc.SetCreateAccessBench.union","avgt",1,2,368244.616990,NaN,"ns/op",hashset,0.0,10000
"com.rklaehn.abc.SetCreateAccessBench.union","avgt",1,2,8578585.316239,NaN,"ns/op",hashset,0.0,100000
"com.rklaehn.abc.SetCreateAccessBench.union","avgt",1,2,4.478037,NaN,"ns/op",hashset,0.5,1
"com.rklaehn.abc.SetCreateAccessBench.union","avgt",1,2,193.922804,NaN,"ns/op",hashset,0.5,10
"com.rklaehn.abc.SetCreateAccessBench.union","avgt",1,2,2818.147906,NaN,"ns/op",hashset,0.5,100
"com.rklaehn.abc.SetCreateAccessBench.union","avgt",1,2,27233.149129,NaN,"ns/op",hashset,0.5,1000
"com.rklaehn.abc.SetCreateAccessBench.union","avgt",1,2,370804.555802,NaN,"ns/op",hashset,0.5,10000
"com.rklaehn.abc.SetCreateAccessBench.union","avgt",1,2,5784970.615556,NaN,"ns/op",hashset,0.5,100000
"com.rklaehn.abc.SetCreateAccessBench.union","avgt",1,2,20.327066,NaN,"ns/op",hashset,1.0,1
"com.rklaehn.abc.SetCreateAccessBench.union","avgt",1,2,190.814361,NaN,"ns/op",hashset,1.0,10
"com.rklaehn.abc.SetCreateAccessBench.union","avgt",1,2,2990.433375,NaN,"ns/op",hashset,1.0,100
"com.rklaehn.abc.SetCreateAccessBench.union","avgt",1,2,24605.594598,NaN,"ns/op",hashset,1.0,1000
"com.rklaehn.abc.SetCreateAccessBench.union","avgt",1,2,402065.935448,NaN,"ns/op",hashset,1.0,10000
"com.rklaehn.abc.SetCreateAccessBench.union","avgt",1,2,5551563.364780,NaN,"ns/op",hashset,1.0,100000
"com.rklaehn.abc.SetCreateAccessBench.union","avgt",1,2,32.280958,NaN,"ns/op",sortedset,0.0,1
"com.rklaehn.abc.SetCreateAccessBench.union","avgt",1,2,524.413903,NaN,"ns/op",sortedset,0.0,10
"com.rklaehn.abc.SetCreateAccessBench.union","avgt",1,2,9999.307396,NaN,"ns/op",sortedset,0.0,100
"com.rklaehn.abc.SetCreateAccessBench.union","avgt",1,2,170185.227703,NaN,"ns/op",sortedset,0.0,1000
"com.rklaehn.abc.SetCreateAccessBench.union","avgt",1,2,2446548.795491,NaN,"ns/op",sortedset,0.0,10000
"com.rklaehn.abc.SetCreateAccessBench.union","avgt",1,2,26188832.136184,NaN,"ns/op",sortedset,0.0,100000
"com.rklaehn.abc.SetCreateAccessBench.union","avgt",1,2,27.728823,NaN,"ns/op",sortedset,0.5,1
"com.rklaehn.abc.SetCreateAccessBench.union","avgt",1,2,655.397183,NaN,"ns/op",sortedset,0.5,10
"com.rklaehn.abc.SetCreateAccessBench.union","avgt",1,2,9989.967814,NaN,"ns/op",sortedset,0.5,100
"com.rklaehn.abc.SetCreateAccessBench.union","avgt",1,2,209162.477468,NaN,"ns/op",sortedset,0.5,1000
"com.rklaehn.abc.SetCreateAccessBench.union","avgt",1,2,2792965.120433,NaN,"ns/op",sortedset,0.5,10000
"com.rklaehn.abc.SetCreateAccessBench.union","avgt",1,2,34304789.637931,NaN,"ns/op",sortedset,0.5,100000
"com.rklaehn.abc.SetCreateAccessBench.union","avgt",1,2,48.982155,NaN,"ns/op",sortedset,1.0,1
"com.rklaehn.abc.SetCreateAccessBench.union","avgt",1,2,846.357332,NaN,"ns/op",sortedset,1.0,10
"com.rklaehn.abc.SetCreateAccessBench.union","avgt",1,2,15839.957251,NaN,"ns/op",sortedset,1.0,100
"com.rklaehn.abc.SetCreateAccessBench.union","avgt",1,2,277124.987392,NaN,"ns/op",sortedset,1.0,1000
"com.rklaehn.abc.SetCreateAccessBench.union","avgt",1,2,3466174.426920,NaN,"ns/op",sortedset,1.0,10000
"com.rklaehn.abc.SetCreateAccessBench.union","avgt",1,2,40455163.636364,NaN,"ns/op",sortedset,1.0,100000
